Company Name,Role,Cause,Started On,Finished On,Description
Access Johnson,Vice President of Marketing Communications ,civilRights,Jan 2021,May 2022,An on-campus club advocating for the interests of neurodivergent and disabled students at the Johnson Graduate School of Management (Cornell University)
