Title,Description,Issued On
Dean's Graduate Scholar,"The NYU School of Professional Studies (NYUSPS) Dean’s Graduate Scholars Program recognizes outstanding students within the School of Professional Studies community by awarding a $10,000 scholarship.   Identifying the need among NYUSPS students, the School established this annual merit-based scholarship to reward exemplary academic achievement, outstanding service, and committed involvement in the SPS community.   The Dean’s Scholars are required to serve as SPS Ambassadors, attend regular meetings with the Dean, and participate as mentors to high school students in the NYUSPS High School Academy Aspire Program, a college preparatory program for students in the New York/Tri-State area who will be first-generation college students.",Apr 2019
