Channel ID,Channel Auto Moderation in Live Chat,Video Default Allowed Comments Type,Video Default Targeted Audience,Video Default License,Video Default Location Latitude,Video Default Location Longitude
UCH6FqLC2iB7BCeA9boF0KFg,false,Not set,Not set,Not set,0,0





