Build Capability.prompt.md	1356	2026-01-17 18:25
Build Review.prompt.md	6460	2026-01-17 19:56
Close Conversation.prompt.md	1844	2026-01-17 18:25
Journal.prompt.md	2259	2026-01-17 18:25
Spawn Worker.prompt.md	5678	2026-01-17 19:56
